scenario,issue_hour,month,period,target,population,unit,n,absolute_error_sum,squared_error_sum,signed_error_sum,actual_abs_sum,mae,rmse,wape_pct,bias,name,seed,case_id,alpha_load,alpha_pv,predictor_id
2,0,7,monthly,load,all,kW,4464,1286828.5465222655,657254680.2589676,-500198.9553972655,23825522.6407,288.26804357577635,383.71144286322414,5.401050654494512,-112.05173732017596,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,7,monthly,load,pv_generating,kW,2784,791394.9694253907,393453287.015805,-302715.6556558594,16157122.530900002,284.26543442003975,375.9343183528835,4.898118262777745,-108.73407171546674,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,7,monthly,pv,all,kW,4464,1021320.0774413096,783512670.9120297,-39952.08567207983,12156607.0836,228.79033992860877,418.9487694705247,8.401357964584808,-8.949839980304622,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,7,monthly,pv,pv_generating,kW,2784,1021313.4475411831,783512648.105624,-39958.71557220643,12156607.0836,366.8510946627813,530.5036671339203,8.40130342716264,-14.352986915304033,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,7,monthly,net_load,all,kW,4464,1821191.3740425622,1359627412.01587,-460246.86972518574,14558102.5933,407.97297805612953,551.884075832667,12.509812747718371,-103.10189733987136,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,7,monthly,net_load,pv_generating,kW,2784,1325760.3184457682,1095825792.713235,-262756.94008365297,6889702.4835,476.20701093597995,627.38790748873,19.24263524616343,-94.38108480016271,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,8,monthly,load,all,kW,4464,820386.5771734375,239343354.91737282,168675.55013203123,22521670.3527,183.7783551015765,231.55203075645903,3.6426542273543485,37.785741517032086,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,8,monthly,load,pv_generating,kW,2668,481003.8457957031,137148928.87884927,99576.90426210937,14745514.286899999,180.28629902387672,226.7270291709617,3.2620350598624404,37.322677759411306,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,8,monthly,pv,all,kW,4464,969644.8751936831,762027897.9017775,-23942.50395432498,13016993.167100001,217.21435376202578,413.16482698936375,7.449069556588743,-5.363464147474234,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,8,monthly,pv,pv_generating,kW,2668,969621.0183942994,762027690.353405,-23966.360753708745,13016993.167100001,363.42616881345555,534.4320116675079,7.448886282317355,-8.982893835722917,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,8,monthly,net_load,all,kW,4464,1482757.6917799127,994723537.6831477,192618.05408635628,14763437.7052,332.158981133493,472.05119818763575,10.043444632530631,43.14920566450633,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,8,monthly,net_load,pv_generating,kW,2668,1143376.6524022878,892530658.7192602,123543.26501581813,6987281.6394,428.55196866652466,578.3871810077965,16.363683495381046,46.30557159513423,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,9,monthly,load,all,kW,4320,1044994.5896550782,518400394.3287935,562880.4040769532,19595133.0698,241.89689575349033,346.41029326481237,5.332929283678215,130.29638983262805,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,9,monthly,load,pv_generating,kW,2415,517244.27268007817,233010329.42369354,261708.0690027344,12617957.8663,214.17982305593299,310.6197167872895,4.099270881713216,108.36773043591486,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,9,monthly,pv,all,kW,4320,870243.4025643703,711626863.3520168,67346.7423050075,11264829.8663,201.44523207508573,405.8675160575734,7.72531332379729,15.589523681714699,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,9,monthly,pv,pv_generating,kW,2415,870212.871663851,711626689.7973843,67316.2114044884,11264829.8663,360.3365928214704,542.8346311438717,7.725042295287479,27.874207620906166,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,9,monthly,net_load,all,kW,4320,1646846.8648176352,1249465536.2945802,495533.6617719457,12992757.2159,381.21455204111925,537.7993430653511,12.675114584626362,114.70686615091336,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,9,monthly,net_load,pv_generating,kW,2415,1119107.404743596,964083337.0716727,194391.857598246,6015582.0124,463.3985112809921,631.8277856776448,18.603476811333714,80.49352281500869,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,10,monthly,load,all,kW,4464,613507.4628751953,149277166.92533532,137769.84165214843,19405095.0093,137.4344674899631,182.86668796068713,3.1615792789531225,30.862419724943646,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,10,monthly,load,pv_generating,kW,2321,297008.72936054686,62275758.290151164,41270.49765976563,11964408.5436,127.96584634232954,163.80303412856784,2.4824355360167196,17.78134323988179,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,10,monthly,pv,all,kW,4464,695119.8345929736,461331835.0899792,45897.499623359356,10554293.4631,155.71680882459086,321.47308617774536,6.586133283324524,10.28169794430093,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,10,monthly,pv,pv_generating,kW,2321,695100.7624930204,461331748.88580406,45878.42752340604,10554293.463100001,299.4833099926844,445.8298078072267,6.585952578666084,19.766664163466626,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,10,monthly,net_load,all,kW,4464,1126507.467250981,626490484.3725471,91872.34202878909,13205688.988400001,252.3538233089115,374.62361169830024,8.53047098292649,20.58072178064272,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,10,monthly,net_load,pv_generating,kW,2321,809998.9328362026,539489265.7545824,-4607.929863640398,5765002.5227,348.9870455993979,482.1185411299195,14.050278896614342,-1.9853209235848335,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,11,monthly,load,all,kW,4320,543434.1181109374,105914657.44575664,-10741.193774218746,18738740.217699997,125.79493474790218,156.57995343002045,2.9000568437232905,-2.4863874477358205,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,11,monthly,load,pv_generating,kW,2095,266998.48135,52254279.69714706,-9522.425661718738,10922633.644900002,127.44557582338904,157.9315577829384,2.444451494302997,-4.545310578386033,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,11,monthly,pv,all,kW,4320,481829.01718211325,237605092.81842574,60484.14177735533,8010905.7698,111.53449471808177,234.5233013863529,6.014663397971071,14.00095874475818,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,11,monthly,pv,pv_generating,kW,2095,481815.2687823459,237605046.70788512,60470.393377588014,8010905.7698,229.9834218531484,336.77187643557824,6.014491776931424,28.864149583574232,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,11,monthly,net_load,all,kW,4320,856500.4170064789,342422183.8061406,-71225.3355515741,12694137.6827,198.2639854181664,281.53933011138884,6.747212283460156,-16.487346192494005,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,11,monthly,net_load,pv_generating,kW,2095,580058.3552457418,288758466.3189812,-69992.81903930675,4878031.1099,276.87749653734693,371.2575972199722,11.89123935820149,-33.40946016196026,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,12,monthly,load,all,kW,4464,805806.7119195312,259590612.38318872,-252176.557709375,20941989.5206,180.51225625437527,241.14729710914048,3.84780400700174,-56.49116436141913,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,12,monthly,load,pv_generating,kW,2097,416421.678775,149062814.03619304,-154947.29890937498,11943412.074299999,198.57972283023366,266.61552982169746,3.4866223838249875,-73.88998517376012,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,12,monthly,pv,all,kW,4464,445058.6203953909,207404574.8143001,15712.350106616212,6757767.9032,99.69951173731874,215.54952632908862,6.585882006759106,3.5197916905502264,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,12,monthly,pv,pv_generating,kW,2097,445054.7578953194,207404567.33726853,15708.487606544692,6757767.9032,212.23402856238405,314.49224644579084,6.585824850311491,7.490933527203,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,12,monthly,net_load,all,kW,4464,1029659.5077673346,463281905.64054316,-267888.9078159912,14723218.5464,230.65849188336347,322.1518103285641,6.993440357639047,-60.01095605196936,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,12,monthly,net_load,pv_generating,kW,2097,640274.6621229225,352754529.19590795,-170655.78651591967,5724641.100099999,305.32888036381615,410.14468131016133,11.184538050983457,-81.38091870096312,primary,2026,primary_seed_2026,0.0,0.0,primary_seed_2026
2,0,2,monthly,load,all,kW,4032,590437.7070269531,137074832.8783744,210066.32342539064,18212126.7901,146.43792336978004,184.38203368233826,3.242003055611887,52.099782595582994,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,2,monthly,load,pv_generating,kW,2036,319368.06078984373,77584116.70004362,120745.84384921874,11041710.0541,156.8605406629881,195.20796011324305,2.892378619118478,59.30542428743553,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,2,monthly,pv,all,kW,4032,532550.6817891877,304586954.0032102,-65081.503154367136,7928848.7577,132.08102226914377,274.84977588921504,6.716620509024188,-16.14124582201566,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,2,monthly,pv,pv_generating,kW,2036,532548.1469892205,304586952.37574756,-65084.0379543342,7928848.7577,261.5658875192635,386.7824507804137,6.716588539692388,-31.966619820399902,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,2,monthly,net_load,all,kW,4032,938382.0371702923,454939424.7818369,275147.82657975773,11949435.2218,232.73364017120346,335.90504403269443,7.852940492604632,68.24102841759864,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,2,monthly,net_load,pv_generating,kW,2036,667312.7971331333,395448750.8721964,185829.88180355294,4779018.4858,327.7567765879829,440.7133610825053,13.963385978019003,91.27204410783543,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,3,monthly,load,all,kW,4464,630450.8260925782,145886598.73236105,136807.35027148438,19443840.3155,141.23002376625857,180.77801215907982,3.2424192744989955,30.646807856515316,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,3,monthly,load,pv_generating,kW,2426,361337.1667996094,90605998.93373,101676.85246445311,12447297.5511,148.94359719687114,193.25604087478365,2.9029366841774986,41.9113159375322,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,3,monthly,pv,all,kW,4464,832116.1695672581,661721362.8832421,-48190.56295719376,10285934.3167,186.4059519639915,385.0130807264545,8.08984525806522,-10.795377006539821,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,3,monthly,pv,pv_generating,kW,2426,832111.8979671898,661721358.4462979,-48194.83455726218,10285934.3167,342.9974847350329,522.2665102091321,8.089803729508485,-19.86596642920947,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,3,monthly,net_load,all,kW,4464,1228037.1205115672,812024049.9156597,184997.91322867814,12562015.0946,275.0979212615518,426.50325802151895,9.775797205015781,41.44218486305514,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,3,monthly,net_load,pv_generating,kW,2426,958922.8426185648,756743429.7123013,149871.6870217153,5565472.3302,395.2691024808594,558.5073993537176,17.22985554011559,61.77728236674167,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,4,monthly,load,all,kW,4320,542257.8100335938,106363423.60420801,11539.929271874991,18977659.7719,125.52264121148005,156.9113216799363,2.8573481480393523,2.671279924045137,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,4,monthly,load,pv_generating,kW,2526,316567.2120636719,62830384.69369877,8641.527816796874,12832349.4944,125.32352021523036,157.71325179466177,2.4669466195712713,3.421032389864162,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,4,monthly,pv,all,kW,4320,966578.8294181252,813555912.2915273,-55810.49674524972,11671282.177900001,223.7450994023438,433.96212720151163,8.281685034129133,-12.919096468807806,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,4,monthly,pv,pv_generating,kW,2526,966576.7772181535,813555911.1950738,-55812.54894522144,11671282.177900001,382.65113904123257,567.5145877264246,8.281667450799894,-22.09522919446613,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,4,monthly,net_load,all,kW,4320,1296654.0776216683,933128035.6457074,67350.4260171247,12041832.4582,300.15140685686765,464.7600026929738,10.7679132899636,15.59037639285294,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,4,monthly,net_load,pv_generating,kW,2526,1070964.2600455,889595103.4133815,64454.07676201835,5896522.1807,423.97634997842437,593.4436932247731,18.162642778668584,25.516261584330305,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,5,monthly,load,all,kW,4464,716377.763483203,194916909.40473837,-111953.42867382812,19649089.487999998,160.4788896691763,208.9597621895735,3.6458573000072394,-25.07917309001526,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,5,monthly,load,pv_generating,kW,2747,401338.4261199219,97894758.24034916,-41981.83287460938,13593091.3839,146.1006283654612,188.77756911450672,2.952517678173467,-15.282793183330682,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,5,monthly,pv,all,kW,4464,1045281.4826597535,864267465.5798185,18221.246628151148,12528226.6982,234.1580382302315,440.00943537756723,8.343411305048742,4.081820481216655,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,5,monthly,pv,pv_generating,kW,2747,1045280.581159774,864267465.1610403,18220.34512817172,12528226.698199999,380.51713911895666,560.9120274788687,8.34340410929789,6.632815845712312,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,5,monthly,net_load,all,kW,4464,1512600.682379176,1075190783.3004696,-130174.67530197928,12329827.192200001,338.844238884224,490.77301309355795,12.267817373272397,-29.160993571231916,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,5,monthly,net_load,pv_generating,kW,2747,1197562.1515158715,978168698.2260427,-60202.17800278109,6273829.088099999,435.9527308030111,596.7295585787242,19.08821765303377,-21.91560902904299,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,6,monthly,load,all,kW,4320,908684.8719875,356151869.73906296,-258907.59171953122,20737609.7592,210.34372036747686,287.1281289591772,4.381820675279958,-59.93231289803963,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,6,monthly,load,pv_generating,kW,2765,523441.032428125,187069561.45566964,-114492.87917031249,14541332.1321,189.3095958148734,260.1081715830797,3.5996773037913674,-41.40791290065551,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,6,monthly,pv,all,kW,4320,1054681.8702773512,962169041.827502,61917.09457610051,10237650.7621,244.13932182346093,471.9367703812108,10.301991099186601,14.332660781504748,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,6,monthly,pv,pv_generating,kW,2765,1054681.8678773511,962169041.8274992,61917.092176100385,10237650.7621,381.4400968815013,589.899627293655,10.301991075743722,22.393161727341912,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,6,monthly,net_load,all,kW,4320,1673829.632023388,1350884880.3298342,-320824.6862956318,12512603.2655,387.46056296837685,559.20017293424,13.377149394950488,-74.2649736795444,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,6,monthly,net_load,pv_generating,kW,2765,1288585.790064013,1181802570.4974241,-176409.9713464129,6316325.6384,466.0346437844532,653.7698635895871,20.40087645624343,-63.80107462799743,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,7,monthly,load,all,kW,4464,1286828.5465222655,657254680.2589676,-500198.9553972655,23825522.6407,288.26804357577635,383.71144286322414,5.401050654494512,-112.05173732017596,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,7,monthly,load,pv_generating,kW,2784,791394.9694253907,393453287.015805,-302715.6556558594,16157122.530900002,284.26543442003975,375.9343183528835,4.898118262777745,-108.73407171546674,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,7,monthly,pv,all,kW,4464,1021320.0774413096,783512670.9120297,-39952.08567207983,12156607.0836,228.79033992860877,418.9487694705247,8.401357964584808,-8.949839980304622,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,7,monthly,pv,pv_generating,kW,2784,1021313.4475411831,783512648.105624,-39958.71557220643,12156607.0836,366.8510946627813,530.5036671339203,8.40130342716264,-14.352986915304033,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,7,monthly,net_load,all,kW,4464,1821191.3740425622,1359627412.01587,-460246.86972518574,14558102.5933,407.97297805612953,551.884075832667,12.509812747718371,-103.10189733987136,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,7,monthly,net_load,pv_generating,kW,2784,1325760.3184457682,1095825792.713235,-262756.94008365297,6889702.4835,476.20701093597995,627.38790748873,19.24263524616343,-94.38108480016271,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,8,monthly,load,all,kW,4464,820386.5771734375,239343354.91737282,168675.55013203123,22521670.3527,183.7783551015765,231.55203075645903,3.6426542273543485,37.785741517032086,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,8,monthly,load,pv_generating,kW,2668,481003.8457957031,137148928.87884927,99576.90426210937,14745514.286899999,180.28629902387672,226.7270291709617,3.2620350598624404,37.322677759411306,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,8,monthly,pv,all,kW,4464,969644.8751936831,762027897.9017775,-23942.50395432498,13016993.167100001,217.21435376202578,413.16482698936375,7.449069556588743,-5.363464147474234,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,8,monthly,pv,pv_generating,kW,2668,969621.0183942994,762027690.353405,-23966.360753708745,13016993.167100001,363.42616881345555,534.4320116675079,7.448886282317355,-8.982893835722917,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,8,monthly,net_load,all,kW,4464,1482757.6917799127,994723537.6831477,192618.05408635628,14763437.7052,332.158981133493,472.05119818763575,10.043444632530631,43.14920566450633,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,8,monthly,net_load,pv_generating,kW,2668,1143376.6524022878,892530658.7192602,123543.26501581813,6987281.6394,428.55196866652466,578.3871810077965,16.363683495381046,46.30557159513423,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,9,monthly,load,all,kW,4320,1044994.5896550782,518400394.3287935,562880.4040769532,19595133.0698,241.89689575349033,346.41029326481237,5.332929283678215,130.29638983262805,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,9,monthly,load,pv_generating,kW,2415,517244.27268007817,233010329.42369354,261708.0690027344,12617957.8663,214.17982305593299,310.6197167872895,4.099270881713216,108.36773043591486,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,9,monthly,pv,all,kW,4320,870243.4025643703,711626863.3520168,67346.7423050075,11264829.8663,201.44523207508573,405.8675160575734,7.72531332379729,15.589523681714699,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,9,monthly,pv,pv_generating,kW,2415,870212.871663851,711626689.7973843,67316.2114044884,11264829.8663,360.3365928214704,542.8346311438717,7.725042295287479,27.874207620906166,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,9,monthly,net_load,all,kW,4320,1646846.8648176352,1249465536.2945802,495533.6617719457,12992757.2159,381.21455204111925,537.7993430653511,12.675114584626362,114.70686615091336,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,9,monthly,net_load,pv_generating,kW,2415,1119107.404743596,964083337.0716727,194391.857598246,6015582.0124,463.3985112809921,631.8277856776448,18.603476811333714,80.49352281500869,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,10,monthly,load,all,kW,4464,613507.4628751953,149277166.92533532,137769.84165214843,19405095.0093,137.4344674899631,182.86668796068713,3.1615792789531225,30.862419724943646,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,10,monthly,load,pv_generating,kW,2321,297008.72936054686,62275758.290151164,41270.49765976563,11964408.5436,127.96584634232954,163.80303412856784,2.4824355360167196,17.78134323988179,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,10,monthly,pv,all,kW,4464,695119.8345929736,461331835.0899792,45897.499623359356,10554293.4631,155.71680882459086,321.47308617774536,6.586133283324524,10.28169794430093,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,10,monthly,pv,pv_generating,kW,2321,695100.7624930204,461331748.88580406,45878.42752340604,10554293.463100001,299.4833099926844,445.8298078072267,6.585952578666084,19.766664163466626,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,10,monthly,net_load,all,kW,4464,1126507.467250981,626490484.3725471,91872.34202878909,13205688.988400001,252.3538233089115,374.62361169830024,8.53047098292649,20.58072178064272,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,10,monthly,net_load,pv_generating,kW,2321,809998.9328362026,539489265.7545824,-4607.929863640398,5765002.5227,348.9870455993979,482.1185411299195,14.050278896614342,-1.9853209235848335,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,11,monthly,load,all,kW,4320,543434.1181109374,105914657.44575664,-10741.193774218746,18738740.217699997,125.79493474790218,156.57995343002045,2.9000568437232905,-2.4863874477358205,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,11,monthly,load,pv_generating,kW,2095,266998.48135,52254279.69714706,-9522.425661718738,10922633.644900002,127.44557582338904,157.9315577829384,2.444451494302997,-4.545310578386033,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,11,monthly,pv,all,kW,4320,481829.01718211325,237605092.81842574,60484.14177735533,8010905.7698,111.53449471808177,234.5233013863529,6.014663397971071,14.00095874475818,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,11,monthly,pv,pv_generating,kW,2095,481815.2687823459,237605046.70788512,60470.393377588014,8010905.7698,229.9834218531484,336.77187643557824,6.014491776931424,28.864149583574232,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,11,monthly,net_load,all,kW,4320,856500.4170064789,342422183.8061406,-71225.3355515741,12694137.6827,198.2639854181664,281.53933011138884,6.747212283460156,-16.487346192494005,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,11,monthly,net_load,pv_generating,kW,2095,580058.3552457418,288758466.3189812,-69992.81903930675,4878031.1099,276.87749653734693,371.2575972199722,11.89123935820149,-33.40946016196026,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,12,monthly,load,all,kW,4464,805806.7119195312,259590612.38318872,-252176.557709375,20941989.5206,180.51225625437527,241.14729710914048,3.84780400700174,-56.49116436141913,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,12,monthly,load,pv_generating,kW,2097,416421.678775,149062814.03619304,-154947.29890937498,11943412.074299999,198.57972283023366,266.61552982169746,3.4866223838249875,-73.88998517376012,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,12,monthly,pv,all,kW,4464,445058.6203953909,207404574.8143001,15712.350106616212,6757767.9032,99.69951173731874,215.54952632908862,6.585882006759106,3.5197916905502264,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,12,monthly,pv,pv_generating,kW,2097,445054.7578953194,207404567.33726853,15708.487606544692,6757767.9032,212.23402856238405,314.49224644579084,6.585824850311491,7.490933527203,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,12,monthly,net_load,all,kW,4464,1029659.5077673346,463281905.64054316,-267888.9078159912,14723218.5464,230.65849188336347,322.1518103285641,6.993440357639047,-60.01095605196936,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
2,0,12,monthly,net_load,pv_generating,kW,2097,640274.6621229225,352754529.19590795,-170655.78651591967,5724641.100099999,305.32888036381615,410.14468131016133,11.184538050983457,-81.38091870096312,primary,3407,primary_seed_3407,0.0,0.0,primary_seed_3407
